car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,engine_in_cc,Seats,manufacture,company_name
Accord 2.4 A/T,510000,100000,Petrol,Automatic,1st Owner,814,5,2012,Honda
Vento Diesel Comfortline,190000,110000,Diesel,Manual,3rd Owner,936,5,2011,Volkswagen
Baleno LXI - BSIII,130000,90000,Petrol,Manual,2nd Owner,1196,5,2006,Maruti
X1 sDrive 20d xLine,2100000,50000,Diesel,Automatic,3rd Owner,1248,5,2016,BMW
Grand i10 Magna,355000,90000,Petrol,Manual,2nd Owner,998,7,2017,Hyundai
Baleno LXI,130000,90000,Petrol,Manual,2nd Owner,1582,5,2006,Maruti
Verna 1.6 SX CRDI (O) AT,549000,88777,Diesel,Automatic,2nd Owner,1461,5,2015,Hyundai
EON Sportz,183000,65239,Petrol,Manual,2nd Owner,1248,5,2012,Hyundai
Beat Diesel LS,152000,88741,Diesel,Manual,2nd Owner,1497,5,2014,Chevrolet
Eeco 5 Seater AC BSIV,315000,58017,Petrol,Manual,1st Owner,2179,5,2016,Maruti
Ciaz VDi Plus SHVS,514000,70076,Diesel,Manual,3rd Owner,995,5,2016,Maruti
Alto K10 VXI,336000,55202,Petrol,Manual,1st Owner,1196,7,2018,Maruti
Verna 1.6 CRDi EX MT,344000,99681,Diesel,Manual,2nd Owner,999,5,2012,Hyundai
Duster 110PS Diesel RxZ,396000,88189,Diesel,Manual,2nd Owner,1248,5,2013,Renault
Indica Quadrajet LS,84602,273257,Diesel,Manual,4th Owner,1086,5,2011,Tata
City i VTEC V,509000,104062,Petrol,Manual,2nd Owner,1199,5,2014,Honda
XUV500 W8 2WD,581000,103448,Diesel,Manual,2nd Owner,2179,5,2014,Mahindra
Spark 1.0 LS,134000,73672,Petrol,Manual,2nd Owner,1497,5,2013,Chevrolet
Eeco 5 Seater AC BSIV,315000,93009,Petrol,Manual,1st Owner,1498,5,2017,Maruti
Kiger RXT,749000,13244,Petrol,Manual,1st Owner,999,5,2021,Renault
Swift Dzire VDi,233000,128999,Diesel,Manual,2nd Owner,1598,5,2010,Maruti
i10 Magna 1.1,165000,75722,Petrol,Manual,3rd Owner,1496,5,2010,Hyundai
Jazz VX CVT,623000,94834,Petrol,Automatic,1st Owner,1499,5,2018,Honda
XUV500 AT W10 FWD,991000,93453,Diesel,Automatic,2nd Owner,1582,5,2017,Mahindra
City i-VTEC VX,921000,26352,Petrol,Manual,1st Owner,1197,5,2018,Honda
Vento 1.5 TDI Highline AT,492000,80746,Diesel,Automatic,3rd Owner,1497,5,2016,Volkswagen
Magnite XL,527000,5973,Petrol,Manual,1st Owner,1199,5,2021,Nissan
Vento Diesel Highline,227000,118137,Diesel,Manual,3rd Owner,1498,5,2011,Volkswagen
Etios G,268000,85560,Petrol,Manual,1st Owner,1497,7,2011,Toyota
Figo 1.5P Titanium AT,411000,69693,Petrol,Automatic,2nd Owner,1197,5,2016,Ford
Creta 1.6 CRDi SX Option,814000,91879,Diesel,Manual,2nd Owner,1197,5,2016,Hyundai
i20 Sportz Petrol,202000,125403,Petrol,Manual,3rd Owner,1497,5,2010,Hyundai
City i VTEC VX,638000,71434,Petrol,Manual,1st Owner,1582,5,2016,Honda
Tiago 1.2 Revotron XZ,352000,52328,Petrol,Manual,2nd Owner,2179,5,2016,Tata
Amaze S i-Dtech,371000,65027,Diesel,Manual,2nd Owner,1199,5,2014,Honda
Altroz XE Diesel,707000,4553,Diesel,Manual,1st Owner,1598,5,2022,Tata
Grand i10 Sportz,385000,50185,Petrol,Manual,1st Owner,1497,5,2015,Hyundai
i20 Petrol CVT Asta,682000,48953,Petrol,Automatic,2nd Owner,1197,5,2018,Hyundai
City 1.5 S MT,326000,161875,Petrol,Manual,1st Owner,1498,5,2011,Honda
Creta 1.6 CRDi SX,829000,101585,Diesel,Manual,1st Owner,1396,5,2016,Hyundai
Scorpio S5,1236000,27924,Diesel,Manual,1st Owner,1950,5,2020,Mahindra
Polo Diesel Comfortline 1.2L,279000,77863,Diesel,Manual,2nd Owner,1498,5,2013,Volkswagen
Rapid 1.6 TDI Ambition,275000,140141,Diesel,Manual,1st Owner,796,7,2012,Skoda
City 1.5 S MT,289000,116442,Petrol,Manual,1st Owner,1197,5,2009,Honda
i20 Magna 1.2,431000,46329,Petrol,Manual,1st Owner,1197,5,2015,Hyundai
Rapid 1.5 TDI Elegance,435000,97702,Diesel,Manual,2nd Owner,1197,5,2015,Skoda
i20 Sportz 1.4 CRDi,388000,84533,Diesel,Manual,2nd Owner,1197,5,2015,Hyundai
E-Class Exclusive E 220 d BSIV,4098000,115372,Diesel,Automatic,1st Owner,1248,5,2018,Mercedes-Benz
Vento 1.5 TDI Highline AT,551000,79715,Diesel,Automatic,2nd Owner,1598,7,2016,Volkswagen
Alto 800 LXI,146000,269930,Petrol,Manual,1st Owner,814,5,2014,Maruti
i10 Magna,257000,84561,Petrol,Manual,2nd Owner,1199,5,2013,Hyundai
Swift Dzire VXI,398000,94479,Petrol,Manual,2nd Owner,1248,5,2015,Maruti
i20 Sportz 1.2,371000,65723,Petrol,Manual,1st Owner,1599,5,2014,Hyundai
i20 1.2 Asta Option,588000,120707,Petrol,Manual,1st Owner,1248,5,2018,Hyundai
Ertiga SHVS VDI,627000,95873,Diesel,Manual,2nd Owner,1197,5,2016,Maruti
Vento Diesel Highline,231000,98439,Diesel,Manual,3rd Owner,1086,5,2011,Volkswagen
EON Magna Optional,160000,80310,Petrol,Manual,1st Owner,1248,5,2011,Hyundai
Polo 1.2 MPI Comfortline,454000,23677,Petrol,Manual,1st Owner,1197,5,2016,Volkswagen
Swift Dzire VDI,528000,136782,Diesel,Manual,1st Owner,1196,5,2017,Maruti
Verna Transform Xi,280000,76491,Petrol,Manual,1st Owner,1197,5,2010,Hyundai
Ertiga SHVS ZDI Plus,775000,45991,Diesel,Manual,1st Owner,1197,5,2017,Maruti
Grand i10 1.2 Kappa Magna BSIV,496000,13481,Petrol,Manual,1st Owner,998,5,2019,Hyundai
Santro Xing GLS,128000,77414,Petrol,Manual,3rd Owner,1186,7,2009,Hyundai
Swift Dzire VDI,420000,48182,Diesel,Manual,1st Owner,1248,5,2014,Maruti
i10 Magna 1.2,199000,42262,Petrol,Manual,1st Owner,998,5,2010,Hyundai
Eeco 5 Seater AC BSIV,193000,126761,Petrol,Manual,2nd Owner,1498,5,2013,Maruti
Swift Dzire VXI,318000,84080,Petrol,Manual,2nd Owner,1120,5,2013,Maruti
i10 Sportz,217000,55961,Petrol,Manual,3rd Owner,1997,5,2011,Hyundai
Wagon R VXI,500000,46567,Petrol,Manual,1st Owner,1197,5,2020,Maruti
Xcent 1.2 CRDi SX,625000,42000,Diesel,Manual,1st Owner,0,5,2018,Hyundai
Ciaz ZDi,611000,79000,Diesel,Manual,1st Owner,1461,7,2015,Maruti
Wagon R LXI BS IV,311000,114478,Petrol,Manual,1st Owner,1422,5,2017,Maruti
WR-V i-DTEC VX,713000,104931,Diesel,Manual,1st Owner,1197,5,2018,Honda
Grand i10 CRDi Magna,368000,63467,Diesel,Manual,1st Owner,1498,5,2015,Hyundai
Scorpio 1.99 S10,1000000,75000,Diesel,Manual,2nd Owner,1197,5,2016,Mahindra
i20 Asta Option CVT,820000,30000,Petrol,Automatic,1st Owner,2179,5,2020,Hyundai
Nexon EV Prime XZ Plus Dark Edition,1339000,8397,Electric,Automatic,1st Owner,1186,5,2022,Tata
Duster 85PS Diesel RxL Optional,407000,137286,Diesel,Manual,1st Owner,1499,5,2014,Renault
Fabia 1.4 TDI Ambiente,116000,105768,Diesel,Manual,3rd Owner,1120,5,2010,Skoda
i20 Sportz Plus,675000,48000,Petrol,Manual,1st Owner,1498,5,2019,Hyundai
Vento 1.5 TDI Highline AT,850000,74088,Diesel,Automatic,1st Owner,1598,5,2016,Volkswagen
Eeco 5 Seater AC,535000,38000,Petrol,Manual,1st Owner,1497,5,2019,Maruti
XUV500 W10 2WD,850000,66000,Diesel,Manual,1st Owner,1498,5,2015,Mahindra
Grand i10 1.2 CRDi Sportz,495000,52000,Diesel,Manual,1st Owner,1196,5,2018,Hyundai
Aspire Titanium Plus Diesel,450000,54000,Diesel,Manual,1st Owner,1197,5,2015,Ford
Grand i10 CRDi Magna,450000,54000,Diesel,Manual,1st Owner,998,5,2016,Hyundai
Vento 1.5 TDI Highline Plus,875000,55000,Diesel,Manual,1st Owner,1461,5,2017,Volkswagen
Vento Diesel Highline,495000,68000,Diesel,Manual,1st Owner,2354,5,2014,Volkswagen
Ecosport 1.5 Petrol Ambiente BSIV,573000,26339,Petrol,Manual,3rd Owner,1248,8,2018,Ford
Ecosport Sports Diesel,1093000,50044,Diesel,Manual,1st Owner,1197,5,2021,Ford
Eeco 5 Seater AC BSIV,256000,99569,Petrol,Manual,3rd Owner,1197,5,2016,Maruti
i20 Sportz Petrol,240000,77537,Petrol,Manual,2nd Owner,995,5,2010,Hyundai
Wagon R LXI BS IV,239000,55026,Petrol,Manual,1st Owner,998,7,2013,Maruti
Pulse RxL,299000,73081,Diesel,Manual,1st Owner,2494,5,2014,Renault
Accord 2.4 AT,305000,123149,Petrol,Automatic,2nd Owner,1061,5,2010,Honda
Swift Dzire VDI,469000,81759,Diesel,Manual,1st Owner,796,5,2015,Maruti
Swift LXI BSIV,364000,58766,Petrol,Manual,1st Owner,1248,5,2015,Maruti
Swift Dzire VXI,361000,74886,Petrol,Manual,1st Owner,1497,5,2014,Maruti
Spark 1.0 LT,73784,74008,Petrol,Manual,4th Owner,1198,7,2008,Chevrolet
Wagon R VXI,640000,3809,Petrol,Manual,1st Owner,1197,5,2022,Maruti
Innova 2.5 GX (Diesel) 8 Seater,825000,137000,Diesel,Manual,2nd Owner,1197,5,2015,Toyota
Zen Estilo 1.1 LXI BSIII,105000,104817,Petrol,Manual,2nd Owner,1120,5,2009,Maruti
Alto 800 LXI,345000,10666,Petrol,Manual,1st Owner,1373,5,2020,Maruti
Swift VDI,380000,74124,Diesel,Manual,2nd Owner,1956,5,2013,Maruti
Marazzo M8,897000,92167,Diesel,Manual,2nd Owner,1199,5,2018,Mahindra
Brio 1.2 S MT,411000,32111,Petrol,Manual,1st Owner,1248,5,2017,Honda
i10 Sportz,185000,111986,Petrol,Manual,1st Owner,1497,5,2010,Hyundai
Ritz VXI,185000,89451,Petrol,Manual,4th Owner,1995,5,2010,Maruti
Xcent 1.1 CRDi SX Option,365000,82990,Diesel,Manual,1st Owner,1497,5,2014,Hyundai
Ciaz ZXi,511000,88621,Petrol,Manual,1st Owner,1396,5,2014,Maruti
New Safari XZA Plus AT,2023000,13690,Diesel,Automatic,1st Owner,1995,6,2022,Tata
Amaze S Petrol,662000,15712,Petrol,Manual,1st Owner,1968,7,2020,Honda
Vitara Brezza ZDi,790000,72500,Diesel,Manual,1st Owner,1047,5,2017,Maruti
XUV300 W8 Option Diesel BSIV,1025000,82000,Diesel,Manual,1st Owner,1196,5,2019,Mahindra
Koleos 4X4 MT,620000,120000,Diesel,Manual,1st Owner,1396,5,2016,Renault
City EXi,290000,120000,Petrol,Manual,2nd Owner,1462,5,2008,Honda
i20 Asta Option Diesel,690000,65000,Diesel,Manual,1st Owner,1498,5,2017,Hyundai
X1 sDrive20d Expedition,3200000,18000,Diesel,Automatic,1st Owner,1197,7,2020,BMW
Tiguan 2.0 TDI Highline,2100000,56500,Diesel,Automatic,1st Owner,1598,5,2018,Volkswagen
Tiago 1.05 Revotorq XZ,365000,80381,Diesel,Manual,2nd Owner,1461,5,2017,Tata
Eeco 5 Seater AC BSIV,242000,78220,Petrol,Manual,3rd Owner,1047,7,2014,Maruti
i20 Magna Plus Diesel,646000,91412,Diesel,Manual,1st Owner,1198,5,2019,Hyundai
XL6 Alpha,793000,97295,Petrol,Manual,1st Owner,2157,5,2019,Maruti
Mobilio S i-DTEC,590000,58300,Diesel,Manual,1st Owner,999,5,2016,Honda
Swift Dzire VXI 1.2,526000,68031,Petrol,Manual,2nd Owner,799,5,2017,Maruti
Rapid 1.6 TDI Ambition,276000,94405,Diesel,Manual,3rd Owner,2982,6,2012,Skoda
Duster 85PS Diesel RxS,675000,58200,Diesel,Manual,1st Owner,1498,5,2017,Renault
Tigor 1.05 Revotorq XT,525000,58000,Diesel,Manual,1st Owner,1198,5,2018,Tata
KUV 100 NXT D75 K8 5Str,465000,62000,Diesel,Manual,1st Owner,1498,5,2018,Mahindra
Alturas G4 4X4 AT,2525000,99000,Diesel,Automatic,1st Owner,1497,5,2020,Mahindra
KWID 1.0 RXT Optional,344000,32875,Petrol,Manual,1st Owner,1198,5,2018,Renault
KWID RXT,264000,31951,Petrol,Manual,2nd Owner,1197,5,2016,Renault
Fortuner 4x2 Manual,1521000,74300,Diesel,Manual,1st Owner,1198,5,2014,Toyota
Rapid 1.5 TDI Style Plus,690000,91100,Diesel,Manual,1st Owner,1498,5,2016,Skoda
Nexon 1.2 Revotron XM,651000,15601,Petrol,Manual,1st Owner,1968,7,2018,Tata
Polo 1.5 TDI Highline,495000,64300,Diesel,Manual,1st Owner,796,5,2015,Volkswagen
City i VTEC CVT VX,750000,89772,Petrol,Automatic,1st Owner,1197,5,2016,Honda
KUV 100 mFALCON D75 K8 Dual Tone,384000,66078,Diesel,Manual,1st Owner,814,5,2017,Mahindra
i20 Asta 1.2,435000,75317,Petrol,Manual,2nd Owner,1498,5,2014,Hyundai
Fabia 1.2 MPI Elegance,178000,73263,Petrol,Manual,2nd Owner,2199,5,2011,Skoda
City i DTEC SV,445000,121816,Diesel,Manual,1st Owner,1248,5,2014,Honda
Tiguan 2.0 TDI Highline,2225000,104000,Diesel,Automatic,1st Owner,999,5,2017,Volkswagen
Alto 800 LXI,227000,45877,Petrol,Manual,1st Owner,1461,5,2016,Maruti
Swift VXI,494000,38922,Petrol,Manual,1st Owner,1197,5,2018,Maruti
EON Era Plus,243000,51612,Petrol,Manual,1st Owner,998,5,2015,Hyundai
Vento 1.5 TDI Comfortline AT,472000,101695,Diesel,Automatic,3rd Owner,1197,5,2015,Volkswagen
Santa Fe 2WD AT,1052000,94786,Diesel,Automatic,2nd Owner,1186,5,2015,Hyundai
Swift VDI BSIV,214000,230510,Diesel,Manual,1st Owner,1582,5,2011,Maruti
Magnite XV Premium,849000,10905,Petrol,Manual,1st Owner,1198,5,2021,Nissan
Scala Diesel RxL,297000,71336,Diesel,Manual,2nd Owner,1199,5,2014,Renault
Swift VXI,582000,6356,Petrol,Manual,1st Owner,1248,5,2021,Maruti
Wagon R LXI BS IV,272000,77065,Petrol,Manual,1st Owner,1197,5,2014,Maruti
i10 Sportz 1.2 AT,184000,54885,Petrol,Automatic,3rd Owner,1197,5,2009,Hyundai
Grand i10 1.2 CRDi Sportz Option,429000,82621,Diesel,Manual,1st Owner,1591,5,2018,Hyundai
Creta 1.6 CRDi SX,1109000,46095,Diesel,Manual,1st Owner,998,8,2019,Hyundai
Brio S MT,322000,45162,Petrol,Manual,1st Owner,1956,6,2015,Honda
Tiago 1.2 Revotron XT,424000,26680,Petrol,Manual,1st Owner,1498,5,2018,Tata
Swift Vdi BSIII,152000,150112,Diesel,Manual,5th Owner,1197,5,2009,Maruti
Grand i10 1.2 Kappa Sportz Dual Tone,510000,58386,Petrol,Manual,2nd Owner,998,5,2019,Hyundai
Swift Dzire VXI,286000,75963,Petrol,Manual,3rd Owner,2494,5,2012,Maruti
Creta 1.6 SX Automatic,1263000,25099,Petrol,Automatic,1st Owner,1198,5,2019,Hyundai
Celerio VXI,310000,42101,Petrol,Manual,1st Owner,1984,5,2015,Maruti
Harrier XZ Dual Tone,1089000,23129,Diesel,Manual,1st Owner,998,5,2021,Tata
Amaze VX i-DTEC,475000,62000,Diesel,Manual,1st Owner,1248,5,2015,Honda
Swift Dzire VXI,420000,67715,Petrol,Manual,1st Owner,1497,5,2015,Maruti
Wagon R VXI,100000,59726,Petrol,Manual,1st Owner,1248,5,2002,Maruti
Innova 2.5 GX (Diesel) 8 Seater,760000,168292,Diesel,Manual,2nd Owner,1498,5,2015,Toyota
KUV 100 NXT G80 K2,330000,84825,Petrol,Manual,1st Owner,999,5,2018,Mahindra
Superb LK 2.0 TDI AT,1755000,140785,Diesel,Automatic,1st Owner,1582,5,2017,Skoda
Wagon R VXI BS IV,216000,28037,Petrol,Manual,1st Owner,1956,5,2012,Maruti
Swift VDI,286000,80789,Diesel,Manual,3rd Owner,998,5,2012,Maruti
Creta S,1290000,16968,Petrol,Manual,1st Owner,1497,5,2020,Hyundai
Swift Dzire AMT ZDI,594000,23338,Diesel,Automatic,1st Owner,1498,5,2016,Maruti
Ecosport 1.5 DV5 MT Titanium,414000,88993,Diesel,Manual,2nd Owner,1199,5,2013,Ford
KWID 1.0 RXT Optional,375000,58342,Petrol,Manual,1st Owner,1582,7,2018,Renault
Verna CRDi 1.6 AT SX Plus,980000,57000,Diesel,Automatic,1st Owner,1197,5,2018,Hyundai
Harrier XZ,1390000,66000,Diesel,Manual,1st Owner,995,7,2019,Tata
Celerio VXI AT,375000,58213,Petrol,Automatic,1st Owner,1086,5,2014,Maruti
City 1.5 V MT,276000,129760,Petrol,Manual,2nd Owner,1396,5,2009,Honda
City i-DTEC ZX,1025000,48100,Diesel,Manual,1st Owner,1498,5,2018,Honda
Tiago 1.2 Revotron XZ,384000,48554,Petrol,Manual,1st Owner,1968,5,2016,Tata
Creta 1.6 CRDi SX Option,1058000,19787,Diesel,Manual,1st Owner,2179,5,2017,Hyundai
Grand i10 Sportz,449000,39910,Petrol,Manual,1st Owner,1462,5,2017,Hyundai
Spark 1.0 LT,73784,63342,Petrol,Manual,1st Owner,1197,5,2009,Chevrolet
i10 Era,290000,89000,Petrol,Manual,1st Owner,1248,7,2011,Hyundai
i20 Magna 1.4 CRDi (Diesel),340000,89201,Diesel,Manual,2nd Owner,1968,5,2013,Hyundai
Mobilio S i-DTEC,423000,130151,Diesel,Manual,1st Owner,1298,5,2015,Honda
Octavia Elegance 2.0 TDI AT,578000,179308,Diesel,Automatic,2nd Owner,1495,5,2013,Skoda
Hexa XT,1050000,58000,Diesel,Manual,1st Owner,1461,5,2018,Tata
Ciaz Alpha Automatic BSIV,903000,24311,Petrol,Automatic,1st Owner,2179,5,2019,Maruti
Etios Liva G,336000,81899,Petrol,Manual,1st Owner,814,7,2014,Toyota
Vitara Brezza VDi Option,668000,45795,Diesel,Manual,1st Owner,1248,8,2017,Maruti
New Laura Ambiente 2.0 TDI CR MT,341000,95884,Diesel,Manual,2nd Owner,1248,5,2013,Skoda
Swift 1.3 VXi,147000,89657,Petrol,Manual,1st Owner,1199,6,2008,Maruti
Accent GLE,135000,116416,Petrol,Manual,3rd Owner,1197,5,2010,Hyundai
Duster 85PS Diesel RxL Optional,314000,90198,Diesel,Manual,2nd Owner,1498,5,2012,Renault
XUV500 W6 2WD,773000,73230,Diesel,Manual,1st Owner,2494,5,2016,Mahindra
EON Era,138000,134279,Petrol,Manual,1st Owner,1956,5,2011,Hyundai
Ciaz ZDi Plus SHVS,588000,64933,Diesel,Manual,2nd Owner,1451,5,2015,Maruti
Ciaz VDi Plus SHVS,506000,81114,Diesel,Manual,4th Owner,1198,5,2016,Maruti
Jazz 1.2 VX i VTEC,444000,60923,Petrol,Manual,3rd Owner,1248,5,2016,Honda
i20 Magna,220000,92573,Petrol,Manual,1st Owner,1582,5,2010,Hyundai
Mobilio V i-DTEC,456000,65281,Diesel,Manual,2nd Owner,1197,8,2015,Honda
Innova 2.5 VX (Diesel) 8 Seater,857000,138448,Diesel,Manual,2nd Owner,1598,5,2015,Toyota
Compass 2.0 Limited Option 4X4 Black,1258000,86513,Diesel,Manual,2nd Owner,1120,5,2018,Jeep
Hector Plus Sharp Hybrid MT,1657000,18697,Petrol,Manual,1st Owner,999,5,2020,MG
Brio S MT,368000,71735,Petrol,Manual,2nd Owner,1197,5,2016,Honda
Vitara Brezza VDi,595000,72316,Diesel,Manual,2nd Owner,2494,7,2016,Maruti
Verna 1.6 CRDi SX,625000,87770,Diesel,Manual,1st Owner,1248,5,2016,Hyundai
i20 Magna Plus BSIV,568000,25890,Petrol,Manual,1st Owner,1598,5,2019,Hyundai
Vento Petrol Comfortline,320000,81426,Petrol,Manual,2nd Owner,1591,5,2013,Volkswagen
Grand i10 CRDi Sportz,309000,107868,Diesel,Manual,1st Owner,1199,5,2014,Hyundai
KWID 1.0 RXT,340000,23434,Petrol,Manual,1st Owner,999,7,2018,Renault
Baleno 1.2 Zeta,558000,21099,Petrol,Manual,1st Owner,1582,5,2017,Maruti
Innova 2.5 G (Diesel) 8 Seater BS IV,372000,196320,Diesel,Manual,2nd Owner,1248,5,2010,Toyota
Indica Aura 1.3 Quadrajet,141000,51650,Diesel,Manual,2nd Owner,1364,5,2009,Tata
Vento 1.6 Highline,620000,44091,Petrol,Manual,1st Owner,1956,5,2016,Volkswagen
Creta 1.6 VTVT SX Plus,916000,33231,Petrol,Manual,2nd Owner,1248,5,2017,Hyundai
Altroz XM plus,675000,7027,Petrol,Manual,1st Owner,1462,5,2021,Tata
Triber RXL,687000,5570,Petrol,Manual,1st Owner,1248,5,2021,Renault
Creta 1.6 CRDi SX,940000,72500,Diesel,Manual,1st Owner,936,5,2016,Hyundai
Swift VDI,286000,114638,Diesel,Manual,2nd Owner,998,5,2012,Maruti
Etios GD SP,350000,72200,Diesel,Manual,1st Owner,1373,5,2013,Toyota
Compass 2.0 Longitude Option,1190000,61300,Diesel,Manual,1st Owner,1199,5,2018,Jeep
Ertiga VDI,413000,245456,Diesel,Manual,1st Owner,1497,7,2013,Maruti
Ciaz Delta,849000,52200,Petrol,Manual,1st Owner,999,5,2019,Maruti
Ciaz ZDi Plus,590000,75000,Diesel,Manual,2nd Owner,1197,5,2015,Maruti
Beat Diesel LT,160000,68669,Diesel,Manual,1st Owner,1248,5,2011,Chevrolet
Celerio ZXI,450000,57313,Petrol,Manual,1st Owner,1086,5,2019,Maruti
Ciaz VXi Plus,550000,549999,Petrol,Manual,1st Owner,2494,5,2015,Maruti
Polo 1.2 MPI Comfortline,500000,46328,Petrol,Manual,1st Owner,1197,5,2016,Volkswagen
City 1.5 S MT,375000,57407,Petrol,Manual,2nd Owner,1995,5,2011,Honda
RediGO 1.0 S,225000,87537,Petrol,Manual,2nd Owner,799,5,2017,Datsun
Swift Dzire VXI,435000,80176,Petrol,Manual,1st Owner,1248,5,2013,Maruti
Swift Dzire VDI,665000,62600,Diesel,Manual,1st Owner,2143,5,2017,Maruti
Santro Xing GL,211000,66737,Petrol,Manual,2nd Owner,1497,5,2013,Hyundai
Innova 2.5 V Diesel 7-seater,550000,124400,Diesel,Manual,2nd Owner,1198,7,2011,Toyota
i10 Sportz 1.2,191000,57480,Petrol,Manual,2nd Owner,814,5,2010,Hyundai
3 Series 320d Luxury Line,1350000,99000,Diesel,Automatic,1st Owner,1197,5,2015,BMW
KWID RXL,275000,47000,Petrol,Manual,1st Owner,1197,5,2018,Renault
Baleno 1.3 Sigma,550000,35000,Diesel,Manual,1st Owner,1086,5,2018,Maruti
C-Class C 220 CDI BE COR,975000,58000,Diesel,Automatic,1st Owner,1248,5,2013,Mercedes-Benz
City S,400000,48000,Petrol,Manual,1st Owner,1197,5,2012,Honda
Amaze VX AT i-Vtech,475000,45000,Petrol,Automatic,1st Owner,1998,5,2014,Honda
EON D Lite,190000,60000,Petrol,Manual,2nd Owner,999,5,2012,Hyundai
i20 Magna Optional 1.2,465000,23000,Petrol,Manual,1st Owner,1199,5,2014,Hyundai
Grand i10 1.2 Kappa Era,460000,45000,Petrol,Manual,1st Owner,2499,5,2019,Hyundai
i10 Magna 1.1L,325000,45000,Petrol,Manual,1st Owner,2143,5,2014,Hyundai
Ertiga VDI,525000,58000,Diesel,Manual,1st Owner,1199,5,2013,Maruti
i20 1.2 Spotz,625000,48000,Petrol,Manual,1st Owner,998,5,2018,Hyundai
2 Series 220i M Sport,4000000,18000,Petrol,Automatic,1st Owner,1998,5,2021,BMW
Kushaq 1.0 TSI Style 6 Airbags AT,1675000,16000,Petrol,Automatic,1st Owner,1596,5,2022,Skoda
WR-V i-VTEC VX,900000,17000,Petrol,Manual,1st Owner,1061,5,2019,Honda
NX 300h,4200000,111000,Petrol,Automatic,1st Owner,1248,5,2018,Lexus
M-Class ML 250 CDI,2850000,38000,Diesel,Automatic,2nd Owner,1461,5,2015,Mercedes-Benz
Amaze V Petrol BSIV,600000,36500,Petrol,Manual,1st Owner,995,5,2017,Honda
Wagon R VXI Optional,300000,80000,Petrol,Manual,2nd Owner,998,4,2016,Maruti
Cruze LTZ,350000,60000,Diesel,Manual,2nd Owner,1248,5,2012,Chevrolet
Fiesta 1.6 SXi ABS,60000,110000,Petrol,Manual,1st Owner,1199,5,2006,Ford
Wagon R LXI Minor,130000,40000,Petrol,Manual,2nd Owner,796,5,2009,Maruti
Ciaz VDi Plus SHVS,520000,100000,Diesel,Manual,1st Owner,1493,4,2016,Maruti
Kicks XV D BSIV,1160000,20000,Diesel,Manual,1st Owner,796,5,2020,Nissan
Spark 1.0 LS,80000,90000,Petrol,Manual,4th Owner,1461,5,2009,Chevrolet
S-Presso VXI Plus 2019-2022,370000,60000,Petrol,Manual,1st Owner,1197,7,2020,Maruti
Swift Dzire VDI,575000,100000,Diesel,Manual,1st Owner,998,5,2015,Maruti
Polo Diesel Highline 1.2L,235000,100000,Diesel,Manual,2nd Owner,624,5,2013,Volkswagen
Alto 800 LXI,180000,80000,Petrol,Manual,3rd Owner,1591,5,2013,Maruti
Verna SX Opt AT Diesel,1550000,32000,Diesel,Automatic,1st Owner,998,7,2021,Hyundai
800 AC,80000,76000,Petrol,Manual,3rd Owner,1461,5,2006,Maruti
Duster 110PS Diesel RxL,420000,165000,Diesel,Manual,2nd Owner,1198,5,2014,Renault
Swift Dzire VXI,450000,40000,Petrol,Manual,1st Owner,998,8,2015,Maruti
Celerio VXI CNG,570000,40000,Cng,Manual,1st Owner,1461,5,2020,Maruti
Nano Lx BSIV,35000,100000,Petrol,Manual,1st Owner,2179,5,2012,Tata
Creta 1.6 Gamma SX Plus,727000,83775,Petrol,Manual,3rd Owner,1798,5,2015,Hyundai
Celerio VXI AT,398000,6860,Petrol,Automatic,1st Owner,1086,5,2017,Maruti
Lodgy Stepway 110PS RXZ 7S,456000,122759,Diesel,Manual,1st Owner,2494,5,2015,Renault
Polo Petrol Highline 1.2L,276000,39818,Petrol,Manual,1st Owner,1497,5,2010,Volkswagen
Wagon R LXI BS IV,168000,47635,Petrol,Manual,2nd Owner,999,5,2010,Maruti
Duster 110PS Diesel RxZ,357000,128383,Diesel,Manual,2nd Owner,1120,5,2013,Renault
Hexa XE,622000,294967,Diesel,Manual,2nd Owner,1582,5,2017,Tata
Octavia 1.8 TSI AT L K,1967000,23377,Petrol,Automatic,1st Owner,2967,5,2018,Skoda
i10 Era 1.1,156000,56691,Petrol,Manual,1st Owner,1248,5,2008,Hyundai
Innova 2.5 V Diesel 8-seater,508000,144256,Diesel,Manual,2nd Owner,1405,5,2011,Toyota
City i VTEC V,529000,78688,Petrol,Manual,2nd Owner,2179,5,2014,Honda
Kushaq 1.0 TSI Style,1502000,8267,Petrol,Manual,1st Owner,1496,5,2022,Skoda
Grand i10 CRDi Asta,394000,86857,Diesel,Manual,2nd Owner,1198,5,2016,Hyundai
Verna 1.6 CRDi SX,560000,110613,Diesel,Manual,1st Owner,1197,5,2016,Hyundai
Cayenne Diesel Platinum Edition,2671000,88277,Diesel,Automatic,2nd Owner,1198,5,2014,Porsche
Baleno 1.3 Zeta,536000,91498,Diesel,Manual,1st Owner,1197,5,2015,Maruti
Indica Terra 1.4 TDI,150000,40493,Diesel,Manual,1st Owner,1461,5,2011,Tata
TUV 300 Plus P6 BSIV,399000,112299,Diesel,Manual,2nd Owner,1493,5,2018,Mahindra
